SpeedKmH,CornerRadiusM,TrackGrip,BikeMassKg,TrackTemperature,TrackBankingDeg,TireType,LeanAngleDeg
200.058645139334,42.5398193596137,1.02565191121811,150.75477306699,43.5195093743611,2.75629412563741,hard,65
60.6112138773038,51.9655808371697,0.93971188820143,164.700075932377,45.0183786874566,-2.20959952385747,hard,27.1368524743852
146.139990798093,51.20196813605,0.820310801588814,154.258602013276,24.1092703600648,3.04976391954352,hard,55.1822808071233
140.302381351789,146.118628383299,0.764698870467468,161.619420801277,39.3424570379209,9.52447619622279,medium,25.0567826238208
95.0056067543715,206.826879293605,0.867864083360759,153.787625274715,37.8904894163559,8.06784666484948,medium,5.92876896002563
209.840966078068,152.705919088291,1.01887147779967,164.768384023423,54.2771573612993,8.04504418668121,soft,60.5816055849562
117.687335846296,145.709531519239,0.941965423097189,161.112993094365,44.8219181694319,-1.74535685299233,soft,39.0425753815711
191.605392855171,240.64531076515,0.90042250204658,152.348142093674,53.7254547514643,8.87078696419027,hard,39.289594247371
175.959682253132,65.5374440614055,0.97306214709891,156.248918668109,52.6843743185031,2.71336268395435,medium,65
137.532835634283,201.539358765364,0.907564525585539,162.20026293885,45.5344696744533,6.01583220630987,hard,25.874630690483
161.780211344934,122.623870887245,1.04631005264502,155.519796255777,52.3053950189582,2.49136123165933,soft,62.9669508763372
168.963072010602,141.197220573632,0.914062525890504,157.11103243159,30.5737124172334,4.58902251394104,medium,46.7941918305994
146.985732130659,131.926545263025,0.813075727089754,150.374113220288,49.2707684002862,1.23230496130685,soft,45.2205034231882
195.544070606174,61.7306701029616,0.904938306985208,164.693132738481,53.3926076269746,4.83095425885472,soft,65
63.0425690375531,202.170562475478,0.951540877398976,164.595525300614,36.4483170884627,6.23575024182007,medium,3.87780802975565
79.0693522444631,91.9284094399619,0.941823750658201,160.122296646562,24.9095061949903,-3.474306728469,hard,29.897226096298
166.271326941988,73.4268987534944,0.941896446797184,154.453330974393,49.5139157417538,1.40682868488608,soft,65
66.2300512305916,64.0012932114203,0.835082122810692,162.777660856222,31.7831166368584,5.53228894717206,soft,12.9357816823377
102.779434432099,157.018748559018,0.992979573504135,157.367866590503,50.3864628754124,1.38265448068267,hard,24.9035639562516
120.912402631561,134.681678833643,0.911739977178317,151.898748443651,52.3626509920278,3.41095275837662,soft,35.4608425758443
102.43834948905,54.4707159719766,0.772908235404331,164.569305671896,53.949488843695,6.20828771298689,soft,40.5954056254661
204.565937255359,180.779790891067,0.778880976130613,162.412453644772,39.5219595529131,1.4913495895506,soft,46.8634775759663
115.799985186147,159.387379030139,0.969721619184358,160.007085363238,29.5518904351884,3.33802907362561,soft,30.6722068275798
111.697924355216,200.938793410217,1.02746949190091,151.07334461062,46.6473693800027,-4.82915153722462,hard,31.2226761264452
194.100402120696,31.1250270691803,0.771366707082146,151.773903784996,42.1343153706526,-2.08811238800944,hard,63.3128511008328
117.097821582977,181.650786021012,1.03312280664858,152.555976041659,42.7306115587541,4.91887860162136,medium,29.6747695250987
198.876479791521,119.108400481277,0.809055084493109,154.619906432489,52.5692935370563,0.310048899725474,medium,55.6735363168174
63.499058824668,207.808030261602,1.02136852312724,156.063220376456,47.8773255804446,2.40810244937895,soft,4.33353328144535
170.99497365666,38.7588957053831,0.809663149494233,153.069613798716,53.8747950184234,0.413612660540042,medium,65
172.600825721045,118.052782828943,0.980985584104197,161.124401585294,47.373632668271,8.49001564222808,medium,52.5334139116207
182.045401234002,93.5645463112124,1.04031736008949,150.676850317745,24.7876459366939,-0.289802299202211,medium,65
168.166170067842,229.842329739402,0.882489916163176,155.215235579716,38.8450373242259,-1.27621752620189,medium,39.6280456386803
102.645162143388,217.047560667076,0.9510279237639,159.636089443221,51.80785061937,2.30374026058537,hard,15.5409112919289
185.406597514632,46.1207933206691,0.907450062280384,163.703317844688,34.7006050108328,-4.73832681788274,medium,65
123.561267638923,98.4396714571368,1.02983526310389,154.686719822368,34.6744966374884,6.44140028934418,soft,48.369670005928
68.8243810801531,115.513928550238,0.981381772910473,154.914380605055,43.6899514307768,0.728760245042452,soft,19.7213218880922
189.986214148805,195.561362989957,0.946614807670487,156.113843123521,52.2864021063192,0.779479278650567,medium,54.1340541480085
74.3355508394909,244.234307228833,1.02407037993098,163.645385316698,21.4835084872429,9.83732555759647,medium,2.23911195116802
182.074828820167,131.114266418408,0.976008742095111,156.943582513405,32.4994077074265,1.10754023002872,soft,64.5362178103484
161.052833049136,180.91583280047,0.781827933890136,161.957137054635,35.9824718925849,-4.07509659803801,medium,43.7937306924404
81.7827143714607,88.8162455184342,0.760040459970249,164.562156524517,45.6257737156135,5.18442514652115,hard,20.9952937133724
130.672646837648,236.264999885016,0.916825813274859,163.18327455565,20.5737812880814,2.38585183610389,hard,23.3468673297357
204.215143043309,54.1616322956943,1.02985826461155,152.765628659188,27.7291875802648,-2.15970106487949,hard,65
162.455622633898,176.804922110074,0.784201651985604,150.420927331901,33.2367679735531,1.19968282211484,medium,35.9651794770827
179.168024742157,44.981698451391,0.941214710452512,160.610770218296,46.5774268344636,9.73976464475017,soft,65
185.577881119421,224.516269207311,0.948533508424176,163.895968501669,31.3734314944491,9.57698448196748,hard,32.6604923393293
101.561919280316,69.2304970227465,0.783831301776865,150.010198696264,46.2164884396086,7.6707970072033,hard,32.0906130469515
108.48767545561,27.8082218776872,0.863931950596081,164.362485792611,47.2258010074645,-0.190438685434592,medium,64.8457155117981
106.597829113974,159.795919152182,0.945681275295535,152.401900345879,43.5589008537152,2.98151501559878,soft,26.4175936492003
123.490628334491,83.9598440862122,0.807770163802939,161.388218184011,24.5656466143326,-0.231562808442809,hard,42.0533955011375
142.355299712319,160.211412127809,0.841861958131825,159.390237161705,36.4438679241789,6.10382678531151,medium,32.6969390752546
134.350965190699,140.819967785404,0.853325162968526,155.410899735582,27.7160091535566,4.37972013616007,soft,35.4663819473284
